1.18878E+00 0.00000E+00 0 0.00000E+00 0.00000E+00 1.18036E+00 2.00000E-06
1.20561E+00 5.94048E-05 59.4048 1.00000E+00 1.00000E+00 1.19719E+00 2.00000E-06
1.22244E+00 5.94048E-05 59.4048 1.00000E+00 1.00000E+00 1.21403E+00 3.00000E-06
1.23928E+00 0.00000E+00 0 0.00000E+00 0.00000E+00 1.23086E+00 4.00000E-06
1.25611E+00 0.00000E+00 0 0.00000E+00 0.00000E+00 1.24770E+00 4.00000E-06
1.27295E+00 0.00000E+00 0 0.00000E+00 0.00000E+00 1.26453E+00 4.00000E-06
1.28978E+00 0.00000E+00 0 0.00000E+00 0.00000E+00 1.28136E+00 4.00000E-06
1.30661E+00 0.00000E+00 0 0.00000E+00 0.00000E+00 1.29820E+00 4.00000E-06
1.32345E+00 1.18810E-04 118.81 2.00000E+00 2.00000E+00 1.31503E+00 4.00000E-06
1.34028E+00 5.94048E-05 59.4048 1.00000E+00 1.00000E+00 1.33186E+00 6.00000E-06
1.35711E+00 0.00000E+00 0 0.00000E+00 0.00000E+00 1.34870E+00 7.00000E-06
1.37395E+00 0.00000E+00 0 0.00000E+00 0.00000E+00 1.36553E+00 7.00000E-06
1.39078E+00 0.00000E+00 0 0.00000E+00 0.00000E+00 1.38236E+00 7.00000E-06
1.40762E+00 5.94048E-05 59.4048 1.00000E+00 1.00000E+00 1.39920E+00 7.00000E-06
1.42445E+00 5.94048E-05 59.4048 1.00000E+00 1.00000E+00 1.41603E+00 8.00000E-06
1.44128E+00 1.78214E-04 178.214 3.00000E+00 3.00000E+00 1.43287E+00 9.00000E-06
1.45812E+00 0.00000E+00 0 0.00000E+00 0.00000E+00 1.44970E+00 1.20000E-05
1.47495E+00 5.94048E-05 59.4048 1.00000E+00 1.00000E+00 1.46653E+00 1.20000E-05
1.49178E+00 2.37619E-04 237.619 4.00000E+00 4.00000E+00 1.48337E+00 1.30000E-05
1.50862E+00 2.37619E-04 237.619 4.00000E+00 4.00000E+00 1.50020E+00 1.70000E-05
1.52545E+00 5.94048E-05 59.4048 1.00000E+00 1.00000E+00 1.51703E+00 2.10000E-05
1.54228E+00 5.94048E-05 59.4048 1.00000E+00 1.00000E+00 1.53387E+00 2.20000E-05
1.55912E+00 2.37619E-04 237.619 4.00000E+00 4.00000E+00 1.55070E+00 2.30000E-05
1.57595E+00 5.94048E-05 59.4048 1.00000E+00 1.00000E+00 1.56754E+00 2.70000E-05
1.59279E+00 5.94048E-05 59.4048 1.00000E+00 1.00000E+00 1.58437E+00 2.80000E-05
1.60962E+00 1.78214E-04 178.214 3.00000E+00 3.00000E+00 1.60120E+00 2.90000E-05
1.62645E+00 5.34643E-04 534.643 9.00000E+00 9.00000E+00 1.61804E+00 3.20000E-05
1.64329E+00 1.78214E-04 178.214 3.00000E+00 3.00000E+00 1.63487E+00 4.10000E-05
1.66012E+00 7.12857E-04 712.857 1.20000E+01 1.20000E+01 1.65170E+00 4.40000E-05
